name,branch_name,category,rating_numeric,total_reviews,total_reviews_int,address,phone,website,maps_url,overview,about,city,source
Mobile Zone,LN3,Cell phone store,5.0,,,"Ln 3, Quaid-e-Azam Colony Quaid e Azam Colony, Rawalpindi, Pakistan",+923111513125,,https://www.google.com/maps/place/Mobile+Zone,,"General: See photos, 5.0, Cell phone store, H289+6GW, Ln 3, Quaid-e-Azam Colony Quaid e Azam Colony, Rawalpindi, Pakistan, Open 24 hours, Tuesday, Suggest new hours, +92 311 1513125, Claim this business, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday Open 24 hours Suggest new hours",iphone chargers,google_maps
iShop Official,,Cell phone store,4.5,,,"Shop 43, 2nd Floor, Singapore Plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923225076724,https://ishop.com.pk,https://www.google.com/maps/place/iShop+Official,,"General: See photos, 4.5, Cell phone store, Shop 43, 2nd Floor, Singapore Plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan, Closed, · Opens 12:30 PM, Tuesday, 12:30–10 PM, Suggest new hours, ishop.com.pk, +92 322 5076724, H3V4+P3 Rawalpindi, Pakistan, Add a photo, iPhone 17 ProMax 256GB, 512GB Non PTA Physical + E-Sim, Jan 16, 2026, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12:30–10 PM Suggest new hours",iphone chargers,google_maps
Zafar Mobile and Reparing,D,Cell phone store,4.2,,,"D, D Block Block D Satellite Town, Rawalpindi, 43600, Pakistan",+92512716748,https://tiktok.com/@zafar.mobile.repa,https://www.google.com/maps/place/Zafar+Mobile+and+Reparing,,"General: See photos, 4.2, Cell phone store, D, D Block Block D Satellite Town, Rawalpindi, 43600, Pakistan, Closed, · Opens 9 AM, Tuesday, 9 AM–9 PM, Suggest new hours, tiktok.com, +92 51 2716748, J3R8+34 Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 9 AM–9 PM Suggest new hours",iphone chargers,google_maps
Pak Mobiles,G7,Cell phone store,4.8,,,"Shop 1, G-7/3 Block G G 7/3 Blue Area, Islamabad, 44000, Pakistan",+923035780934,https://paktechmall.com,https://www.google.com/maps/place/Pak+Mobiles,,"General: See photos, 4.8, Cell phone store, Shop 1, G-7/3 Block G G 7/3 Blue Area, Islamabad, 44000, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–10 PM, Suggest new hours, paktechmall.com, +92 303 5780934, P378+PM Islamabad, Pakistan, Add a photo, Your phone. Your style. Full protection. Customize your mobile with premium Leather Back & Front Protection at Pak Mobiles — stylish, scratch-resistant & perfectly fitted for your device. #PakMobiles #BlueAreaIslamabad #MobileProtection #JellyCover #ScreenProtection #CustomizedCover #PhoneStyle #IslamabadMobiles #MobileAccessories #PhoneProtection #BackProtection #FrontProtection #iPhoneCover #AndroidCover #MobileFashion #TechAccessories #IslamabadShopping, May 19, 2026, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–10 PM Suggest new hours",iphone chargers,google_maps
Cell story,,Cell phone store,4.2,,,,+923348040600,https://cellstory.pk,https://www.google.com/maps/place/Cell+story,,"General: See photos, 4.2, Cell phone store, Closed, · Opens 12:30 PM, Tuesday, 12:30 PM–12 AM, Suggest new hours, cellstory.pk, +92 334 8040600, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12:30 PM–12 AM Suggest new hours",iphone chargers,google_maps
city mobile centre,,Mobile phone repair shop,5.0,,,"city mobile centre, Haji Rd, near railway work shop road, Dhoke Mangtal, Rawalpindi, 46000, Pakistan",,,https://www.google.com/maps/place/city+mobile+centre,,"General: See photos, 5.0, Mobile phone repair shop, J28X+X2C, city mobile centre, Haji Rd, near railway work shop road, Dhoke Mangtal, Rawalpindi, 46000, Pakistan, Claim this business, Add place's phone number, Add hours, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
Sky Link 11,,Cell phone store,4.9,,,"Upper Ground floor, Singapore Plaza, Saddar, Rawalpindi, 46000, Pakistan",+923092131555,,https://www.google.com/maps/place/Sky+Link+11,,"General: See photos, 4.9, Cell phone store, Upper Ground floor, Singapore Plaza, Saddar, Rawalpindi, 46000, Pakistan, Closed, · Opens 11:30 AM, Tuesday, 11:30 AM–10:30 PM, Suggest new hours, +92 309 2131555, H3V4+P3 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11:30 AM–10:30 PM Suggest new hours",iphone chargers,google_maps
Apple Zone,,Cell phone store,3.7,,,"Office No.22, 4th Floor, Singapore Plaza, Saddar, Rawalpindi, 46000, Pakistan",+923170508099,,https://www.google.com/maps/place/Apple+Zone,,"General: See photos, 3.7, Cell phone store, Office No.22, 4th Floor, Singapore Plaza, Saddar, Rawalpindi, 46000, Pakistan, Floor 4 · Singapore Plaza, Closed, · Opens 11 AM, Tuesday, 11 AM–10:30 PM, Suggest new hours, +92 317 0508099, H3V4+P3 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–10:30 PM Suggest new hours",iphone chargers,google_maps
APPLE Accessories,,Mobile home dealer,5.0,,,"Shop 40/41 3Rd floor, Singapore Plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923365328142,,https://www.google.com/maps/place/APPLE+Accessories,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
FJ Mobiles,G11,Cell phone store,4.7,,,"Shop No.2 GF, Silver city plaza, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan",+923337244000,,https://www.google.com/maps/place/FJ+Mobiles,,"General: See photos, 4.7, Cell phone store, Shop No.2 GF, Silver city plaza, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan, Closed, · Opens 12 PM, Tuesday, 12–10:30 PM, Suggest new hours, +92 333 7244000, MX9W+7P Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12–10:30 PM Suggest new hours",iphone chargers,google_maps
iCommunication,,Cell phone store,5.0,,,"Shop 5E, 3rd Floor, Singapore Plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923008899600,,https://www.google.com/maps/place/iCommunication,,"General: See photos, 5.0, Cell phone store, Shop 5E, 3rd Floor, Singapore Plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan, Closed, · Opens 11:30 AM, +92 300 8899600, H3V4+P3 Rawalpindi, Pakistan, Add website, Add a photo, Upgrade your smartphone experience with the all-new Infinix Note 60 Pro Enjoy a stunning display, powerful performance, and long-lasting battery that keeps up with your daily needs. Perfect for gaming, streaming, and multitasking—all in one sleek design. Available now at the best price in Pakistan! #InfinixNote60Pro #InfinixPakistan #SmartphoneDeals #LatestMobiles #TechPakistan #AndroidPhone #MobileOffers #BudgetFlagship #iCommunication #Rawalpindi, Mar 27, 2026, Call now, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
Javaid Communications Mobile Repairing,,Mobile phone repair shop,4.2,,,"Shop # 2,3 Basement, Danyal Plaza, 4th-B Road, Chandni Chowk Flyover, Asghar Mall Scheme, Rawalpindi, 46300, Pakistan",+923160666666,https://javaidcom.com,https://www.google.com/maps/place/Javaid+Communications+Mobile+Repairing,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Shams Mobile,,Cell phone store,5.0,,,"4 Liaqat Rd, Raja Bazar Nanakpura, Rawalpindi, 46000, Pakistan",+923181515506,,https://www.google.com/maps/place/Shams+Mobile,,"General: See photos, 5.0, Cell phone store, 4 Liaqat Rd, Raja Bazar Nanakpura, Rawalpindi, 46000, Pakistan, Open, · Closes 11 PM, Tuesday, 12 AM–11 PM, Suggest new hours, +92 318 1515506, J364+JM Rawalpindi, Pakistan, Claim this business, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12 AM–11 PM Suggest new hours",iphone chargers,google_maps
Skylink 4,,Cell phone store,3.0,,,"Shop No #27/28 Upper Ground Floor, Singapore Plaza, SkyLink 4 Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923215234553,,https://www.google.com/maps/place/Skylink+4,,"General: See photos, 3.0, Cell phone store, Shop No #27/28 Upper Ground Floor, Singapore Plaza, SkyLink 4 Bank Rd, Saddar, Rawalpindi, 46000, Pakistan, Floor 0 · Singapore Plaza, +92 321 5234553, H3V4+P3 Rawalpindi, Pakistan, Claim this business, Add hours, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
Doomax,,Cell phone accessory store,4.6,,,"Shop number 7, 8 Ground Floor, Khawaja plaza, Liaqat Rd, Nanakpura, Rawalpindi, 44000, Pakistan",+923105668486,,https://www.google.com/maps/place/Doomax,,"General: See photos, 4.6, Cell phone accessory store, Shop number 7, 8 Ground Floor, Khawaja plaza, Liaqat Rd, Nanakpura, Rawalpindi, 44000, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–9 PM, Suggest new hours, +92 310 5668486, J364+FR Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–9 PM Suggest new hours",iphone chargers,google_maps
ISquare Gadgets,,Cell phone store,4.7,,,"Shop # 16D , 2nd Floor, Singapore Plaza, Saddar, Rawalpindi, 46000, Pakistan",+923243449937,https://isquaregadgets.com,https://www.google.com/maps/place/ISquare+Gadgets,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Migalaxystore,LG06,Outlet store,5.0,,,"Shop No. LG-06 / LG-07, Rania Mall, 63 Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923335189953,https://migalaxystore.com,https://www.google.com/maps/place/Migalaxystore,,"Accessibility: Wheelchair accessible parking lot, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Gadgets Mobiles,NO3,Cell phone store,4.7,,,"Shop No 3, Super Market, Block C F 6 Markaz F-6, Islamabad, 44000, Pakistan",+923228566615,,https://www.google.com/maps/place/Gadgets+Mobiles,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible seating, Wheelchair accessible restroom, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
APPLE LINE,G7,Cell phone store,3.8,,,"Block, Rehman Plaza, Unit#01, fazal-e-Haq Road, G G 7/3 Blue Area, Islamabad, 44000, Pakistan",+920000000,https://facebook.com/APPLELINEPK,https://www.google.com/maps/place/APPLE+LINE,,"Accessibility: Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
MicroSoldering -Apple iPhone Repair Center,,Mobile phone repair shop,4.7,,,"Shahbaz Plaza Building, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923108999929,https://microsolderingpk.com,https://www.google.com/maps/place/MicroSoldering+-Apple+iPhone+Repair+Center,,"Accessibility: Assisted listening devices, Wheelchair accessible parking lot, Wheelchair accessible seating, Wheelchair accessible entrance, Wheelchair accessible restroom, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
The Fone Shop,F11,Electronics store,3.9,,,"Shop# 5, F-11 Markaz F 11 Markaz F-11, Islamabad, 44000, Pakistan",+923338555060,,https://www.google.com/maps/place/The+Fone+Shop,,"General: See photos, 3.9, Electronics store, Shop# 5, F-11 Markaz F 11 Markaz F-11, Islamabad, 44000, Pakistan, Closed, · Opens 11:30 AM, Tuesday, 11:30 AM–11 PM, Suggest new hours, +92 333 8555060, MXMQ+92 Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11:30 AM–11 PM Suggest new hours",iphone chargers,google_maps
SAQIB MOBILE,,Cell phone store,4.2,,,"3, Lower Ground Floor, Akhtar Plaza, Police Station Rd, Saddar, Rawalpindi, 46000, Pakistan",+923373333463,https://saqibmobile.com,https://www.google.com/maps/place/SAQIB+MOBILE,,"Accessibility: Wheelchair accessible entrance, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Mobile 360 Telecom,,Cell phone store,4.8,,,"ground floor shop 2, shahbaz plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923015111800,https://360red.pk,https://www.google.com/maps/place/Mobile+360+Telecom,,"General: See photos, 4.8, Cell phone store, ground floor shop 2, shahbaz plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan, Located in: Shahbaz Plaza cell store 4, Closed, · Opens 10 AM, Tuesday, 10 AM–10:15 PM, Suggest new hours, 360red.pk, +92 301 5111800, H2XX+9Q Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–10:15 PM Suggest new hours",iphone chargers,google_maps
BUY BEST MOBILE,G11,Cell phone store,4.5,,,"beirut mobile market, Shop #2-4 silver city plaza, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan",+923001692229,,https://www.google.com/maps/place/BUY+BEST+MOBILE,,"General: See photos, 4.5, Cell phone store, beirut mobile market, Shop #2-4 silver city plaza, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan, Closed, · Opens 10 AM, Tuesday, 10 AM–11:40 PM, Suggest new hours, +92 300 1692229, MX9X+PX Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10 AM–11:40 PM Suggest new hours",iphone chargers,google_maps
QZ Communication,,Cell phone store,4.1,,,"Shop # 9, NIazi Plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan",+923335123384,,https://www.google.com/maps/place/QZ+Communication,,"General: See photos, 4.1, Cell phone store, Shop # 9, NIazi Plaza, Bank Rd, Saddar, Rawalpindi, 46000, Pakistan, Closed, · Opens 9 AM, +92 333 5123384, H2XX+C7 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps",iphone chargers,google_maps
